"","rural_urban","favorite_count","retweet_count","official_private"
"7333","Urban",47,10,"Personal"
"7334","Urban",47,7,"Personal"
"7335","Urban",47,6,"Personal"
"7336","Urban",46,2,"Personal"
"7337","Urban",46,11,"Personal"
"7338","Urban",46,7,"Personal"
"7339","Urban",46,7,"Personal"
"7340","Urban",46,1,"Personal"
"7341","Urban",46,0,"Personal"
"7342","Urban",46,12,"Personal"
"7343","Urban",46,22,"Personal"
"7344","Urban",46,9,"Personal"
"7345","Urban",46,0,"Personal"
"7346","Urban",46,3,"Personal"
"7347","Urban",46,15,"Personal"
"7348","Urban",45,2,"Personal"
"7349","Urban",45,1,"Personal"
"7350","Urban",45,13,"Personal"
"7351","Urban",45,11,"Personal"
"7352","Urban",45,4,"Personal"
"7353","Urban",45,2,"Personal"
"7354","Urban",45,7,"Personal"
"7355","Urban",45,6,"Personal"
"7356","Urban",45,6,"Personal"
"7357","Urban",45,14,"Personal"
"7358","Urban",45,2,"Personal"
"7359","Urban",44,5,"Personal"
"7360","Urban",44,2,"Personal"
"7361","Urban",44,0,"Personal"
"7362","Urban",44,7,"Personal"
"7363","Urban",44,4,"Personal"
"7364","Urban",44,23,"Personal"
"7365","Urban",44,7,"Personal"
"7366","Urban",43,16,"Personal"
"7367","Urban",43,2,"Personal"
"7368","Urban",43,4,"Personal"
"7369","Urban",43,3,"Personal"
"7370","Urban",43,12,"Personal"
"7371","Urban",43,8,"Personal"
"7372","Urban",43,8,"Personal"
"7373","Urban",43,5,"Personal"
"7374","Urban",43,4,"Personal"
"7375","Urban",43,13,"Personal"
"7376","Urban",43,9,"Personal"
"7377","Urban",43,6,"Personal"
"7378","Urban",42,8,"Personal"
"7379","Urban",42,38,"Personal"
"7380","Urban",42,4,"Personal"
"7381","Urban",42,3,"Personal"
"7382","Urban",42,11,"Personal"
"7383","Urban",42,2,"Personal"
"7384","Urban",42,5,"Personal"
"7385","Urban",42,7,"Personal"
"7386","Urban",42,11,"Personal"
"7387","Urban",42,19,"Personal"
"7388","Urban",42,12,"Personal"
"7389","Urban",42,8,"Personal"
"7390","Urban",41,14,"Personal"
"7391","Urban",41,9,"Personal"
"7392","Urban",41,6,"Personal"
"7393","Urban",41,3,"Personal"
"7394","Urban",41,10,"Personal"
"7395","Urban",41,9,"Personal"
"7396","Urban",41,7,"Personal"
"7397","Urban",41,25,"Personal"
"7398","Urban",41,15,"Personal"
"7399","Urban",40,5,"Personal"
"7400","Urban",40,5,"Personal"
"7401","Urban",40,3,"Personal"
"7402","Urban",40,1,"Personal"
"7403","Urban",40,5,"Personal"
"7404","Urban",40,18,"Personal"
"7405","Urban",40,12,"Personal"
"7406","Urban",40,7,"Personal"
"7407","Urban",40,7,"Personal"
"7408","Urban",39,4,"Personal"
"7409","Urban",39,3,"Personal"
"7410","Urban",39,21,"Personal"
"7411","Urban",39,9,"Personal"
"7412","Urban",39,7,"Personal"
"7413","Urban",39,4,"Personal"
"7414","Urban",39,4,"Personal"
"7415","Urban",39,3,"Personal"
"7416","Urban",39,2,"Personal"
"7417","Urban",39,1,"Personal"
"7418","Urban",39,1,"Personal"
"7419","Urban",39,0,"Personal"
"7420","Urban",39,13,"Personal"
"7421","Urban",39,5,"Personal"
"7422","Urban",39,20,"Personal"
"7423","Urban",39,8,"Personal"
"7424","Urban",39,8,"Personal"
"7425","Urban",38,7,"Personal"
"7426","Urban",38,6,"Personal"
"7427","Urban",38,5,"Personal"
"7428","Urban",38,4,"Personal"
"7429","Urban",38,4,"Personal"
"7430","Urban",38,3,"Personal"
"7431","Urban",38,3,"Personal"
"7432","Urban",38,2,"Personal"
"7433","Urban",38,1,"Personal"
"7434","Urban",38,17,"Personal"
"7435","Urban",38,6,"Personal"
"7436","Urban",38,49,"Personal"
"7437","Urban",38,21,"Personal"
"7438","Urban",38,10,"Personal"
"7439","Urban",38,7,"Personal"
"7440","Urban",37,23,"Personal"
"7441","Urban",37,5,"Personal"
"7442","Urban",37,4,"Personal"
"7443","Urban",37,4,"Personal"
"7444","Urban",37,3,"Personal"
"7445","Urban",37,1,"Personal"
"7446","Urban",37,12,"Personal"
"7447","Urban",37,10,"Personal"
"7448","Urban",37,6,"Personal"
"7449","Urban",37,5,"Personal"
"7450","Urban",37,13,"Personal"
"7451","Urban",37,15,"Personal"
"7452","Urban",37,7,"Personal"
"7453","Urban",36,9,"Personal"
"7454","Urban",36,6,"Personal"
"7455","Urban",36,17,"Personal"
"7456","Urban",36,8,"Personal"
"7457","Urban",36,4,"Personal"
"7458","Urban",36,4,"Personal"
"7459","Urban",36,3,"Personal"
"7460","Urban",36,1,"Personal"
"7461","Urban",36,1,"Personal"
"7462","Urban",36,0,"Personal"
"7463","Urban",36,7,"Personal"
"7464","Urban",36,0,"Personal"
"7465","Urban",36,1,"Personal"
"7466","Urban",36,11,"Personal"
"7467","Urban",36,8,"Personal"
"7468","Urban",36,3,"Personal"
"7469","Urban",36,2,"Personal"
"7470","Urban",35,1,"Personal"
"7471","Urban",35,14,"Personal"
"7472","Urban",35,6,"Personal"
"7473","Urban",35,5,"Personal"
"7474","Urban",35,3,"Personal"
"7475","Urban",35,2,"Personal"
"7476","Urban",35,1,"Personal"
"7477","Urban",35,1,"Personal"
"7478","Urban",35,1,"Personal"
"7479","Urban",35,0,"Personal"
"7480","Urban",35,0,"Personal"
"7481","Urban",35,0,"Personal"
"7482","Urban",35,4,"Personal"
"7483","Urban",35,15,"Personal"
"7484","Urban",35,13,"Personal"
"7485","Urban",35,6,"Personal"
"7486","Urban",35,2,"Personal"
"7487","Urban",35,12,"Personal"
"7488","Urban",35,5,"Personal"
"7489","Urban",35,4,"Personal"
"7490","Urban",35,1,"Personal"
"7491","Urban",34,11,"Personal"
"7492","Urban",34,10,"Personal"
"7493","Urban",34,8,"Personal"
"7494","Urban",34,7,"Personal"
"7495","Urban",34,6,"Personal"
"7496","Urban",34,6,"Personal"
"7497","Urban",34,5,"Personal"
"7498","Urban",34,3,"Personal"
"7499","Urban",34,2,"Personal"
"7500","Urban",34,2,"Personal"
"7501","Urban",34,1,"Personal"
"7502","Urban",34,7,"Personal"
"7503","Urban",34,12,"Personal"
"7504","Urban",34,9,"Personal"
"7505","Urban",34,5,"Personal"
"7506","Urban",34,5,"Personal"
"7507","Urban",34,2,"Personal"
"7508","Urban",34,1,"Personal"
"7509","Urban",34,3,"Personal"
"7510","Urban",34,7,"Personal"
"7511","Urban",34,5,"Personal"
"7512","Urban",34,5,"Personal"
"7513","Urban",34,2,"Personal"
"7514","Urban",33,3,"Personal"
"7515","Urban",33,0,"Personal"
"7516","Urban",33,22,"Personal"
"7517","Urban",33,22,"Personal"
"7518","Urban",33,17,"Personal"
"7519","Urban",33,11,"Personal"
"7520","Urban",33,8,"Personal"
"7521","Urban",33,6,"Personal"
"7522","Urban",33,3,"Personal"
"7523","Urban",33,2,"Personal"
"7524","Urban",33,2,"Personal"
"7525","Urban",33,2,"Personal"
"7526","Urban",33,1,"Personal"
"7527","Urban",33,0,"Personal"
"7528","Urban",33,6,"Personal"
"7529","Urban",33,3,"Personal"
"7530","Urban",33,0,"Personal"
"7531","Urban",33,2,"Personal"
"7532","Urban",33,28,"Personal"
"7533","Urban",33,13,"Personal"
"7534","Urban",33,7,"Personal"
"7535","Urban",33,5,"Personal"
"7536","Urban",33,4,"Personal"
"7537","Urban",33,1,"Personal"
"7538","Urban",33,1,"Personal"
"7539","Urban",33,0,"Personal"
"7540","Urban",32,6,"Personal"
"7541","Urban",32,21,"Personal"
"7542","Urban",32,16,"Personal"
"7543","Urban",32,16,"Personal"
"7544","Urban",32,9,"Personal"
"7545","Urban",32,8,"Personal"
"7546","Urban",32,6,"Personal"
"7547","Urban",32,4,"Personal"
"7548","Urban",32,3,"Personal"
"7549","Urban",32,0,"Personal"
"7550","Urban",32,7,"Personal"
"7551","Urban",32,3,"Personal"
"7552","Urban",32,3,"Personal"
"7553","Urban",32,9,"Personal"
"7554","Urban",31,1,"Personal"
"7555","Urban",31,10,"Personal"
"7556","Urban",31,3,"Personal"
"7557","Urban",31,3,"Personal"
"7558","Urban",31,3,"Personal"
"7559","Urban",31,3,"Personal"
"7560","Urban",31,2,"Personal"
"7561","Urban",31,1,"Personal"
"7562","Urban",31,19,"Personal"
"7563","Urban",31,8,"Personal"
"7564","Urban",31,1,"Personal"
"7565","Urban",31,2,"Personal"
"7566","Urban",31,11,"Personal"
"7567","Urban",31,9,"Personal"
"7568","Urban",31,9,"Personal"
"7569","Urban",30,12,"Personal"
"7570","Urban",30,10,"Personal"
"7571","Urban",30,6,"Personal"
"7572","Urban",30,4,"Personal"
"7573","Urban",30,3,"Personal"
"7574","Urban",30,2,"Personal"
"7575","Urban",30,1,"Personal"
"7576","Urban",30,13,"Personal"
"7577","Urban",30,9,"Personal"
"7578","Urban",30,5,"Personal"
"7579","Urban",30,3,"Personal"
"7580","Urban",30,1,"Personal"
"7581","Urban",30,0,"Personal"
"7582","Urban",30,16,"Personal"
"7583","Urban",30,11,"Personal"
"7584","Urban",30,41,"Personal"
"7585","Urban",30,15,"Personal"
"7586","Urban",30,7,"Personal"
"7587","Urban",30,3,"Personal"
"7588","Urban",29,13,"Personal"
"7589","Urban",29,0,"Personal"
"7590","Urban",29,8,"Personal"
"7591","Urban",29,7,"Personal"
"7592","Urban",29,7,"Personal"
"7593","Urban",29,4,"Personal"
"7594","Urban",29,3,"Personal"
"7595","Urban",29,3,"Personal"
"7596","Urban",29,2,"Personal"
"7597","Urban",29,1,"Personal"
"7598","Urban",29,0,"Personal"
"7599","Urban",29,1,"Personal"
"7600","Urban",29,11,"Personal"
"7601","Urban",29,9,"Personal"
"7602","Urban",29,2,"Personal"
"7603","Urban",29,1,"Personal"
"7604","Urban",29,0,"Personal"
"7605","Urban",29,0,"Personal"
"7606","Urban",29,27,"Personal"
"7607","Urban",29,11,"Personal"
"7608","Urban",29,9,"Personal"
"7609","Urban",29,7,"Personal"
"7610","Urban",29,7,"Personal"
"7611","Urban",28,5,"Personal"
"7612","Urban",28,4,"Personal"
"7613","Urban",28,2,"Personal"
"7614","Urban",28,2,"Personal"
"7615","Urban",28,2,"Personal"
"7616","Urban",28,1,"Personal"
"7617","Urban",28,1,"Personal"
"7618","Urban",28,1,"Personal"
"7619","Urban",28,11,"Personal"
"7620","Urban",28,4,"Personal"
"7621","Urban",28,5,"Personal"
"7622","Urban",28,9,"Personal"
"7623","Urban",28,6,"Personal"
"7624","Urban",28,5,"Personal"
"7625","Urban",28,4,"Personal"
"7626","Urban",28,0,"Personal"
"7627","Urban",27,17,"Personal"
"7628","Urban",27,15,"Personal"
"7629","Urban",27,11,"Personal"
"7630","Urban",27,9,"Personal"
"7631","Urban",27,4,"Personal"
"7632","Urban",27,3,"Personal"
"7633","Urban",27,2,"Personal"
"7634","Urban",27,2,"Personal"
"7635","Urban",27,2,"Personal"
"7636","Urban",27,2,"Personal"
"7637","Urban",27,2,"Personal"
"7638","Urban",27,1,"Personal"
"7639","Urban",27,1,"Personal"
"7640","Urban",27,0,"Personal"
"7641","Urban",27,0,"Personal"
"7642","Urban",27,14,"Personal"
"7643","Urban",27,8,"Personal"
"7644","Urban",27,8,"Personal"
"7645","Urban",27,6,"Personal"
"7646","Urban",27,3,"Personal"
"7647","Urban",27,2,"Personal"
"7648","Urban",27,3,"Personal"
"7649","Urban",27,2,"Personal"
"7650","Urban",27,2,"Personal"
"7651","Urban",27,2,"Personal"
"7652","Urban",27,1,"Personal"
"7653","Urban",27,10,"Personal"
"7654","Urban",27,8,"Personal"
"7655","Urban",26,7,"Personal"
"7656","Urban",26,18,"Personal"
"7657","Urban",26,4,"Personal"
"7658","Urban",26,3,"Personal"
"7659","Urban",26,3,"Personal"
"7660","Urban",26,2,"Personal"
"7661","Urban",26,1,"Personal"
"7662","Urban",26,1,"Personal"
"7663","Urban",26,1,"Personal"
"7664","Urban",26,0,"Personal"
"7665","Urban",26,15,"Personal"
"7666","Urban",26,9,"Personal"
"7667","Urban",26,7,"Personal"
"7668","Urban",26,3,"Personal"
"7669","Urban",26,3,"Personal"
"7670","Urban",26,3,"Personal"
"7671","Urban",26,3,"Personal"
"7672","Urban",26,9,"Personal"
"7673","Urban",26,4,"Personal"
"7674","Urban",26,3,"Personal"
"7675","Urban",26,14,"Personal"
"7676","Urban",26,10,"Personal"
"7677","Urban",26,8,"Personal"
"7678","Urban",26,7,"Personal"
"7679","Urban",26,6,"Personal"
"7680","Urban",26,5,"Personal"
"7681","Urban",26,2,"Personal"
"7682","Urban",25,7,"Personal"
"7683","Urban",25,4,"Personal"
"7684","Urban",25,31,"Personal"
"7685","Urban",25,20,"Personal"
"7686","Urban",25,15,"Personal"
"7687","Urban",25,7,"Personal"
"7688","Urban",25,7,"Personal"
"7689","Urban",25,7,"Personal"
"7690","Urban",25,5,"Personal"
"7691","Urban",25,4,"Personal"
"7692","Urban",25,3,"Personal"
"7693","Urban",25,2,"Personal"
"7694","Urban",25,2,"Personal"
"7695","Urban",25,2,"Personal"
"7696","Urban",25,1,"Personal"
"7697","Urban",25,1,"Personal"
"7698","Urban",25,0,"Personal"
"7699","Urban",25,0,"Personal"
"7700","Urban",25,6,"Personal"
"7701","Urban",25,5,"Personal"
"7702","Urban",25,4,"Personal"
"7703","Urban",25,2,"Personal"
"7704","Urban",25,15,"Personal"
"7705","Urban",25,13,"Personal"
"7706","Urban",25,7,"Personal"
"7707","Urban",25,5,"Personal"
"7708","Urban",25,1,"Personal"
"7709","Urban",24,13,"Personal"
"7710","Urban",24,6,"Personal"
"7711","Urban",24,6,"Personal"
"7712","Urban",24,4,"Personal"
"7713","Urban",24,4,"Personal"
"7714","Urban",24,4,"Personal"
"7715","Urban",24,4,"Personal"
"7716","Urban",24,3,"Personal"
"7717","Urban",24,3,"Personal"
"7718","Urban",24,2,"Personal"
"7719","Urban",24,2,"Personal"
"7720","Urban",24,1,"Personal"
"7721","Urban",24,5,"Personal"
"7722","Urban",24,1,"Personal"
"7723","Urban",24,11,"Personal"
"7724","Urban",24,9,"Personal"
"7725","Urban",24,6,"Personal"
"7726","Urban",24,4,"Personal"
"7727","Urban",24,4,"Personal"
"7728","Urban",24,3,"Personal"
"7729","Urban",24,2,"Personal"
"7730","Urban",24,12,"Personal"
"7731","Urban",24,5,"Personal"
"7732","Urban",24,3,"Personal"
"7733","Urban",24,1,"Personal"
"7734","Urban",24,21,"Personal"
"7735","Urban",24,3,"Personal"
"7736","Urban",24,3,"Personal"
"7737","Urban",24,2,"Personal"
"7738","Urban",23,12,"Personal"
"7739","Urban",23,16,"Personal"
"7740","Urban",23,13,"Personal"
"7741","Urban",23,11,"Personal"
"7742","Urban",23,10,"Personal"
"7743","Urban",23,9,"Personal"
"7744","Urban",23,8,"Personal"
"7745","Urban",23,7,"Personal"
"7746","Urban",23,3,"Personal"
"7747","Urban",23,3,"Personal"
"7748","Urban",23,3,"Personal"
"7749","Urban",23,1,"Personal"
"7750","Urban",23,1,"Personal"
"7751","Urban",23,0,"Personal"
"7752","Urban",23,0,"Personal"
"7753","Urban",23,5,"Personal"
"7754","Urban",23,3,"Personal"
"7755","Urban",23,2,"Personal"
"7756","Urban",23,8,"Personal"
"7757","Urban",23,6,"Personal"
"7758","Urban",23,4,"Personal"
"7759","Urban",23,3,"Personal"
"7760","Urban",23,6,"Personal"
"7761","Urban",23,0,"Personal"
"7762","Urban",23,12,"Personal"
"7763","Urban",23,7,"Personal"
"7764","Urban",22,6,"Personal"
"7765","Urban",22,3,"Personal"
"7766","Urban",22,1,"Personal"
"7767","Urban",22,15,"Personal"
"7768","Urban",22,5,"Personal"
"7769","Urban",22,5,"Personal"
"7770","Urban",22,5,"Personal"
"7771","Urban",22,4,"Personal"
"7772","Urban",22,3,"Personal"
"7773","Urban",22,2,"Personal"
"7774","Urban",22,2,"Personal"
"7775","Urban",22,2,"Personal"
"7776","Urban",22,2,"Personal"
"7777","Urban",22,1,"Personal"
"7778","Urban",22,1,"Personal"
"7779","Urban",22,0,"Personal"
"7780","Urban",22,0,"Personal"
"7781","Urban",22,24,"Personal"
"7782","Urban",22,10,"Personal"
"7783","Urban",22,4,"Personal"
"7784","Urban",22,3,"Personal"
"7785","Urban",22,2,"Personal"
"7786","Urban",22,3,"Personal"
"7787","Urban",22,2,"Personal"
"7788","Urban",22,1,"Personal"
"7789","Urban",22,0,"Personal"
"7790","Urban",22,0,"Personal"
"7791","Urban",22,0,"Personal"
"7792","Urban",22,3,"Personal"
"7793","Urban",22,3,"Personal"
"7794","Urban",22,3,"Personal"
"7795","Urban",22,0,"Personal"
"7796","Urban",22,69,"Personal"
"7797","Urban",22,7,"Personal"
"7798","Urban",22,0,"Personal"
"7799","Urban",21,13,"Personal"
"7800","Urban",21,3,"Personal"
"7801","Urban",21,31,"Personal"
"7802","Urban",21,10,"Personal"
"7803","Urban",21,6,"Personal"
"7804","Urban",21,4,"Personal"
"7805","Urban",21,4,"Personal"
"7806","Urban",21,3,"Personal"
"7807","Urban",21,3,"Personal"
"7808","Urban",21,3,"Personal"
"7809","Urban",21,2,"Personal"
"7810","Urban",21,1,"Personal"
"7811","Urban",21,0,"Personal"
"7812","Urban",21,0,"Personal"
"7813","Urban",21,0,"Personal"
"7814","Urban",21,13,"Personal"
"7815","Urban",21,8,"Personal"
"7816","Urban",21,5,"Personal"
"7817","Urban",21,4,"Personal"
"7818","Urban",21,4,"Personal"
"7819","Urban",21,2,"Personal"
"7820","Urban",21,33,"Personal"
"7821","Urban",21,6,"Personal"
"7822","Urban",21,5,"Personal"
"7823","Urban",21,5,"Personal"
"7824","Urban",21,2,"Personal"
"7825","Urban",21,1,"Personal"
"7826","Urban",20,1,"Personal"
"7827","Urban",20,15,"Personal"
"7828","Urban",20,7,"Personal"
"7829","Urban",20,7,"Personal"
"7830","Urban",20,6,"Personal"
"7831","Urban",20,4,"Personal"
"7832","Urban",20,4,"Personal"
"7833","Urban",20,4,"Personal"
"7834","Urban",20,3,"Personal"
"7835","Urban",20,2,"Personal"
"7836","Urban",20,1,"Personal"
"7837","Urban",20,1,"Personal"
"7838","Urban",20,1,"Personal"
"7839","Urban",20,0,"Personal"
"7840","Urban",20,0,"Personal"
"7841","Urban",20,8,"Personal"
"7842","Urban",20,10,"Personal"
"7843","Urban",20,2,"Personal"
"7844","Urban",20,2,"Personal"
"7845","Urban",20,1,"Personal"
"7846","Urban",20,1,"Personal"
"7847","Urban",20,12,"Personal"
"7848","Urban",20,9,"Personal"
"7849","Urban",20,7,"Personal"
"7850","Urban",20,4,"Personal"
"7851","Urban",19,5,"Personal"
"7852","Urban",19,2,"Personal"
"7853","Urban",19,8,"Personal"
"7854","Urban",19,3,"Personal"
"7855","Urban",19,3,"Personal"
"7856","Urban",19,3,"Personal"
"7857","Urban",19,3,"Personal"
"7858","Urban",19,3,"Personal"
"7859","Urban",19,2,"Personal"
"7860","Urban",19,2,"Personal"
"7861","Urban",19,2,"Personal"
"7862","Urban",19,1,"Personal"
"7863","Urban",19,1,"Personal"
"7864","Urban",19,1,"Personal"
"7865","Urban",19,0,"Personal"
"7866","Urban",19,0,"Personal"
"7867","Urban",19,0,"Personal"
"7868","Urban",19,0,"Personal"
"7869","Urban",19,5,"Personal"
"7870","Urban",19,3,"Personal"
"7871","Urban",19,1,"Personal"
"7872","Urban",19,0,"Personal"
"7873","Urban",19,0,"Personal"
"7874","Urban",19,0,"Personal"
"7875","Urban",19,4,"Personal"
"7876","Urban",19,8,"Personal"
"7877","Urban",19,4,"Personal"
"7878","Urban",19,4,"Personal"
"7879","Urban",19,20,"Personal"
"7880","Urban",19,22,"Personal"
"7881","Urban",19,4,"Personal"
"7882","Urban",19,0,"Personal"
"7883","Urban",18,6,"Personal"
"7884","Urban",18,6,"Personal"
"7885","Urban",18,3,"Personal"
"7886","Urban",18,17,"Personal"
"7887","Urban",18,15,"Personal"
"7888","Urban",18,8,"Personal"
"7889","Urban",18,8,"Personal"
"7890","Urban",18,7,"Personal"
"7891","Urban",18,5,"Personal"
"7892","Urban",18,5,"Personal"
"7893","Urban",18,4,"Personal"
"7894","Urban",18,4,"Personal"
"7895","Urban",18,3,"Personal"
"7896","Urban",18,3,"Personal"
"7897","Urban",18,3,"Personal"
"7898","Urban",18,3,"Personal"
"7899","Urban",18,2,"Personal"
"7900","Urban",18,2,"Personal"
"7901","Urban",18,2,"Personal"
"7902","Urban",18,1,"Personal"
"7903","Urban",18,1,"Personal"
"7904","Urban",18,1,"Personal"
"7905","Urban",18,0,"Personal"
"7906","Urban",18,0,"Personal"
"7907","Urban",18,0,"Personal"
"7908","Urban",18,4,"Personal"
"7909","Urban",18,4,"Personal"
"7910","Urban",18,3,"Personal"
"7911","Urban",18,14,"Personal"
"7912","Urban",18,13,"Personal"
"7913","Urban",18,8,"Personal"
"7914","Urban",18,7,"Personal"
"7915","Urban",18,5,"Personal"
"7916","Urban",18,4,"Personal"
"7917","Urban",18,3,"Personal"
"7918","Urban",18,3,"Personal"
"7919","Urban",18,3,"Personal"
"7920","Urban",18,2,"Personal"
"7921","Urban",18,2,"Personal"
"7922","Urban",18,1,"Personal"
"7923","Urban",18,1,"Personal"
"7924","Urban",18,11,"Personal"
"7925","Urban",18,7,"Personal"
"7926","Urban",18,7,"Personal"
"7927","Urban",18,7,"Personal"
"7928","Urban",18,3,"Personal"
"7929","Urban",18,2,"Personal"
"7930","Urban",18,1,"Personal"
"7931","Urban",18,0,"Personal"
"7932","Urban",17,16,"Personal"
"7933","Urban",17,3,"Personal"
"7934","Urban",17,0,"Personal"
"7935","Urban",17,10,"Personal"
"7936","Urban",17,9,"Personal"
"7937","Urban",17,6,"Personal"
"7938","Urban",17,4,"Personal"
"7939","Urban",17,3,"Personal"
"7940","Urban",17,3,"Personal"
"7941","Urban",17,3,"Personal"
"7942","Urban",17,3,"Personal"
"7943","Urban",17,2,"Personal"
"7944","Urban",17,2,"Personal"
"7945","Urban",17,1,"Personal"
"7946","Urban",17,1,"Personal"
"7947","Urban",17,1,"Personal"
"7948","Urban",17,0,"Personal"
"7949","Urban",17,0,"Personal"
"7950","Urban",17,4,"Personal"
"7951","Urban",17,4,"Personal"
"7952","Urban",17,10,"Personal"
"7953","Urban",17,7,"Personal"
"7954","Urban",17,2,"Personal"
"7955","Urban",17,2,"Personal"
"7956","Urban",17,2,"Personal"
"7957","Urban",17,1,"Personal"
"7958","Urban",17,0,"Personal"
"7959","Urban",17,10,"Personal"
"7960","Urban",17,5,"Personal"
"7961","Urban",17,12,"Personal"
"7962","Urban",17,7,"Personal"
"7963","Urban",17,6,"Personal"
"7964","Urban",17,3,"Personal"
"7965","Urban",17,1,"Personal"
"7966","Urban",16,3,"Personal"
"7967","Urban",16,2,"Personal"
"7968","Urban",16,2,"Personal"
"7969","Urban",16,11,"Personal"
"7970","Urban",16,10,"Personal"
"7971","Urban",16,7,"Personal"
"7972","Urban",16,6,"Personal"
"7973","Urban",16,3,"Personal"
"7974","Urban",16,3,"Personal"
"7975","Urban",16,3,"Personal"
"7976","Urban",16,2,"Personal"
"7977","Urban",16,2,"Personal"
"7978","Urban",16,2,"Personal"
"7979","Urban",16,1,"Personal"
"7980","Urban",16,1,"Personal"
"7981","Urban",16,1,"Personal"
"7982","Urban",16,1,"Personal"
"7983","Urban",16,0,"Personal"
"7984","Urban",16,0,"Personal"
"7985","Urban",16,0,"Personal"
"7986","Urban",16,7,"Personal"
"7987","Urban",16,1,"Personal"
"7988","Urban",16,0,"Personal"
"7989","Urban",16,6,"Personal"
"7990","Urban",16,3,"Personal"
"7991","Urban",16,2,"Personal"
"7992","Urban",16,1,"Personal"
"7993","Urban",16,6,"Personal"
"7994","Urban",16,3,"Personal"
"7995","Urban",16,2,"Personal"
