"","lu_rail_dlr","recorded_date","committed_date_time","source","crime_desc","victim_gender","age","diff","age_n","victim_year_of_birth","historic","futurecrimes"
"1263","NATIONAL RAIL",2013-07-14,2013-07-14 08:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","37",-8H -30M 0S,37,1976,0,0
"1264","NATIONAL RAIL",2013-07-19,2013-07-19 16:13:00,"Not Stated","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-16H -13M 0S,NA,NA,0,0
"1265","NATIONAL RAIL",2012-08-22,2012-08-21 17:10:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","24",6H 50M 0S,24,1988,0,0
"1266","NATIONAL RAIL",2013-08-10,2013-08-10 18:18:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-18H -18M 0S,NA,NA,0,0
"1267","NATIONAL RAIL",2013-08-14,2013-08-13 21:40:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",2H 20M 0S,17,1996,0,0
"1268","NATIONAL RAIL",2013-08-20,2013-08-17 18:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","58",2d 5H 30M 0S,58,1955,1,0
"1269","NATIONAL RAIL",2013-08-27,2013-08-26 21:40:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",2H 20M 0S,27,1986,0,0
"1270","NATIONAL RAIL",2013-08-28,2013-08-28 15:10:00,"Not Stated","Exposure","M","25",-15H -10M 0S,25,1988,0,0
"1271","NATIONAL RAIL",2012-09-22,2012-09-22 05:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-5H 0M 0S,NA,NA,0,0
"1272","NATIONAL RAIL",2013-09-17,2013-09-16 14:00:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","17",10H 0M 0S,17,1996,0,0
"1273","NATIONAL RAIL",2012-10-05,2012-10-04 07:10:00,"Not Stated","Exposure","F","15",16H 50M 0S,15,1997,0,0
"1274","NATIONAL RAIL",2013-10-01,2013-08-15 12:14:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","Not Known",1m 15d 11H 46M 0S,NA,NA,1,0
"1275","NATIONAL RAIL",2013-10-01,2013-10-01 14:30:00,"Not Stated","Voyeurism","M","38",-14H -30M 0S,38,1975,0,0
"1276","NATIONAL RAIL",2013-11-06,2013-11-06 17:15:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","M","25",-17H -15M 0S,25,1988,0,0
"1277","NATIONAL RAIL",2012-11-20,2012-11-19 21:45:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",2H 15M 0S,18,1994,0,0
"1278","NATIONAL RAIL",2012-12-19,2012-12-19 18:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",-18H 0M 0S,25,1987,0,0
"1279","NATIONAL RAIL",2013-12-23,2013-12-20 19:37:00,"Not Stated","Exposure","M","34",2d 4H 23M 0S,34,1979,1,0
"1280","NATIONAL RAIL",2013-01-04,2013-01-02 21:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",1d 2H 40M 0S,31,1982,1,0
"1281","NATIONAL RAIL",2012-01-17,2012-01-16 17:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","23",6H 10M 0S,23,1989,0,0
"1282","NATIONAL RAIL",2013-02-09,2013-02-02 22:53:00,"Not Stated","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,6d 1H 7M 0S,NA,NA,1,0
"1283","NATIONAL RAIL",2012-02-23,2012-02-23 22:05:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","24",-22H -5M 0S,24,1988,0,0
"1284","NATIONAL RAIL",2012-03-01,2012-03-01 15:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-15H 0M 0S,22,1990,0,0
"1285","NATIONAL RAIL",2013-02-28,2013-02-28 21:02:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","41",-21H -2M 0S,41,1972,0,0
"1286","NATIONAL RAIL",2013-03-02,2013-03-01 23:47:00,"Not Stated","Exposure","F","32",13M 0S,32,1981,0,0
"1287","NATIONAL RAIL",2012-03-19,2012-03-15 19:40:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","20",3d 4H 20M 0S,20,1992,1,0
"1288","NATIONAL RAIL",2014-03-19,2014-03-19 08:10:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","35",-8H -10M 0S,35,1979,0,0
"1289","NATIONAL RAIL",2013-03-20,2013-03-19 17:56:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","42",6H 4M 0S,42,1971,0,0
"1290","NATIONAL RAIL",2013-04-30,2013-04-29 16:49:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",7H 11M 0S,27,1986,0,0
"1291","NATIONAL RAIL",2012-05-16,2012-05-16 16:55:00,"Not Stated","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-16H -55M 0S,NA,NA,0,0
"1292","NATIONAL RAIL",2013-05-04,2013-04-27 09:45:00,"Not Stated","Exposure","F","Not Known",6d 14H 15M 0S,NA,NA,1,0
"1293","NATIONAL RAIL",2013-05-11,2013-05-11 13:40:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-13H -40M 0S,NA,NA,0,0
"1294","NATIONAL RAIL",2013-05-23,2013-05-23 15:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",-15H -20M 0S,16,1997,0,0
"1295","NATIONAL RAIL",2012-06-28,2012-06-27 20:40:00,"Not Stated","Exposure","F","31",3H 20M 0S,31,1981,0,0
"1296","NATIONAL RAIL",2013-06-24,2013-06-24 08:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-8H -20M 0S,22,1991,0,0
"1297","NATIONAL RAIL",2012-07-09,2011-06-05 00:30:00,"Not Stated","Assault On A Female Aged Over 13 By Penetration","F","21",1y 1m 3d 23H 30M 0S,21,1990,1,0
"1298","NATIONAL RAIL",2012-07-31,2012-07-28 02:15:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",2d 21H 45M 0S,18,1994,1,0
"1299","NATIONAL RAIL",2013-10-07,2013-10-06 08:30:00,"Not Stated","Exposure","F","23",15H 30M 0S,23,1990,0,0
"1300","NATIONAL RAIL",2012-11-21,2012-11-20 18:21:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",5H 39M 0S,26,1986,0,0
"1301","NATIONAL RAIL",2013-12-02,2013-11-25 09:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",6d 15H 0M 0S,18,1995,1,0
"1302","NATIONAL RAIL",2012-12-19,2012-12-18 14:15:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","17",9H 45M 0S,17,1995,0,0
"1303","NATIONAL RAIL",2014-01-07,2014-01-07 18:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-18H 0M 0S,22,1992,0,0
"1304","NATIONAL RAIL",2014-02-15,2014-02-15 07:50:00,"Not Stated","Exposure","F","31",-7H -50M 0S,31,1983,0,0
"1305","NATIONAL RAIL",2014-03-01,2014-03-01 20:56:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-20H -56M 0S,22,1992,0,0
"1306","NATIONAL RAIL",2014-03-21,2014-03-16 20:05:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",4d 3H 55M 0S,NA,NA,1,0
"1307","NATIONAL RAIL",2012-04-30,2012-04-28 06:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","19",1d 17H 30M 0S,19,1993,1,0
"1308","NATIONAL RAIL",2012-05-01,2012-04-21 16:14:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","46",9d 7H 46M 0S,46,1966,1,0
"1309","NATIONAL RAIL",2013-05-31,2013-05-31 07:00:00,"Not Stated","Exposure","F","32",-7H 0M 0S,32,1981,0,0
"1310","NATIONAL RAIL",2013-06-17,2013-06-16 00:44:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","38",23H 16M 0S,38,1975,0,0
"1311","NATIONAL RAIL",2012-07-14,2012-07-13 01:25:00,"Not Stated","Exposure","M","Not Known",22H 35M 0S,NA,NA,0,0
"1312","NATIONAL RAIL",2012-07-17,2012-06-21 21:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","24",25d 2H 30M 0S,24,1988,1,0
"1313","NATIONAL RAIL",2012-07-22,2012-07-22 12:26:00,"Not Stated","Exposure","F","23",-12H -26M 0S,23,1989,0,0
"1314","NATIONAL RAIL",2012-07-25,2012-07-23 21:57:00,"Not Stated","Rape Of A Female Child Under 16","F","16",1d 2H 3M 0S,16,1996,1,0
"1315","NATIONAL RAIL",2013-07-18,2013-07-17 08:47:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",15H 13M 0S,17,1996,0,0
"1316","NATIONAL RAIL",2012-09-07,2012-09-06 23:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","32",1H 0M 0S,32,1980,0,0
"1317","NATIONAL RAIL",2012-09-08,2012-08-07 23:10:00,"Not Stated","Exposure","F","Not Known",1m 0d 0H 50M 0S,NA,NA,1,0
"1318","NATIONAL RAIL",2012-09-09,2012-09-09 19:20:00,"Not Stated","Sexual Assault On A Female Child Under 13 No Penetration","F","12",-19H -20M 0S,12,2000,0,0
"1319","NATIONAL RAIL",2012-09-23,2012-09-22 18:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","15",6H 0M 0S,15,1997,0,0
"1320","NATIONAL RAIL",2012-10-10,2012-10-05 23:30:00,"Not Stated","Exposure","F","42",4d 0H 30M 0S,42,1970,1,0
"1321","NATIONAL RAIL",2013-10-01,2013-08-17 19:00:00,"Not Stated","Exposure","F","Not Known",1m 13d 5H 0M 0S,NA,NA,1,0
"1322","NATIONAL RAIL",2013-10-03,2013-09-15 20:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",17d 3H 30M 0S,18,1995,1,0
"1323","NATIONAL RAIL",2013-11-25,2013-11-22 09:25:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",2d 14H 35M 0S,31,1982,1,0
"1324","NATIONAL RAIL",2012-12-24,2012-12-21 00:09:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","30",2d 23H 51M 0S,30,1982,1,0
"1325","NATIONAL RAIL",2013-01-27,2013-01-26 18:28:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",5H 32M 0S,17,1996,0,0
"1326","NATIONAL RAIL",2014-02-19,2014-02-19 14:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",-14H -20M 0S,17,1997,0,0
"1327","NATIONAL RAIL",2012-03-23,2012-03-14 09:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",8d 14H 40M 0S,18,1994,1,0
"1328","NATIONAL RAIL",2012-05-15,2012-05-15 09:35:00,"Not Stated","Exposure","F","20",-9H -35M 0S,20,1992,0,0
"1329","NATIONAL RAIL",2013-06-17,1990-04-08 12:00:00,"Not Stated","Rape Of A Female Aged 16 And Over","F","16",23y 2m 8d 12H 0M 0S,16,1974,1,0
"1330","NATIONAL RAIL",2013-07-06,2013-07-05 23:23:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",37M 0S,26,1987,0,0
"1331","NATIONAL RAIL",2013-07-18,2013-07-16 01:15:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","19",1d 22H 45M 0S,19,1994,1,0
"1332","NATIONAL RAIL",2013-07-24,2013-07-23 14:15:00,"Not Stated","Rape Of A Female Aged 16 And Over","F","20",9H 45M 0S,20,1993,0,0
"1333","NATIONAL RAIL",2013-08-03,2013-08-02 23:15:00,"Not Stated","Exposure","F","28",45M 0S,28,1985,0,0
"1334","NATIONAL RAIL",2012-10-23,2012-10-22 08:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",15H 30M 0S,NA,NA,0,0
"1335","NATIONAL RAIL",2014-01-02,2014-01-01 04:42:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",19H 18M 0S,28,1986,0,0
"1336","NATIONAL RAIL",2012-01-13,2012-01-12 20:05:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","39",3H 55M 0S,39,1973,0,0
"1337","NATIONAL RAIL",2013-01-16,2013-01-15 11:10:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","20",12H 50M 0S,20,1993,0,0
"1338","NATIONAL RAIL",2013-01-20,2013-01-14 10:00:00,"Not Stated","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,5d 14H 0M 0S,NA,NA,1,0
"1339","NATIONAL RAIL",2013-01-29,2013-01-28 08:59:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","21",15H 1M 0S,21,1992,0,0
"1340","NATIONAL RAIL",2012-02-08,2012-02-07 21:05:00,"Not Stated","Exposure","F","59",2H 55M 0S,59,1953,0,0
"1341","NATIONAL RAIL",2012-02-08,2012-02-08 09:05:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","19",-9H -5M 0S,19,1993,0,0
"1342","NATIONAL RAIL",2013-02-15,2013-02-06 16:20:00,"Not Stated","Exposure","M","Not Known",8d 7H 40M 0S,NA,NA,1,0
"1343","NATIONAL RAIL",2012-03-16,2012-03-16 09:39:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","36",-9H -39M 0S,36,1976,0,0
"1344","NATIONAL RAIL",2013-03-19,2013-03-19 21:13:00,"Not Stated","Exposure","F","26",-21H -13M 0S,26,1987,0,0
"1345","NATIONAL RAIL",2013-03-23,2013-03-23 08:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","24",-8H -50M 0S,24,1989,0,0
"1346","NATIONAL RAIL",2012-06-04,2012-06-04 09:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","38",-9H -50M 0S,38,1974,0,0
"1347","NATIONAL RAIL",2013-07-09,2013-07-08 19:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",4H 30M 0S,31,1982,0,0
"1348","NATIONAL RAIL",2013-08-06,2013-07-15 16:37:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","25",21d 7H 23M 0S,25,1988,1,0
"1349","NATIONAL RAIL",2013-09-09,2013-09-09 01:00:00,"Not Stated","Exposure","M","50",-1H 0M 0S,50,1963,0,0
"1350","NATIONAL RAIL",2013-09-13,2013-09-13 04:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-4H 0M 0S,NA,NA,0,0
"1351","NATIONAL RAIL",2012-10-02,2012-10-02 11:25:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","M","17",-11H -25M 0S,17,1995,0,0
"1352","NATIONAL RAIL",2012-11-23,2012-11-23 00:55:00,"Not Stated","Exposure","F","Not Known",-55M 0S,NA,NA,0,0
"1353","NATIONAL RAIL",2013-11-19,2013-11-19 13:08:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","35",-13H -8M 0S,35,1978,0,0
"1354","NATIONAL RAIL",2012-12-11,2012-12-10 22:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","21",1H 40M 0S,21,1991,0,0
"1355","NATIONAL RAIL",2013-12-10,2013-12-09 09:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",15H 0M 0S,22,1991,0,0
"1356","NATIONAL RAIL",2012-12-28,2012-12-27 23:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",40M 0S,27,1985,0,0
"1357","NATIONAL RAIL",2014-03-02,2014-03-02 19:49:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","55",-19H -49M 0S,55,1959,0,0
"1358","NATIONAL RAIL",2014-03-10,2014-02-16 11:20:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",21d 12H 40M 0S,NA,NA,1,0
"1359","NATIONAL RAIL",2013-07-07,2013-07-07 08:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","42",-8H -30M 0S,42,1971,0,0
"1360","NATIONAL RAIL",2012-08-20,2012-08-18 15:40:00,"Not Stated","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,1d 8H 20M 0S,NA,NA,1,0
"1361","NATIONAL RAIL",2013-09-12,2013-07-01 12:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","42",2m 10d 12H 0M 0S,42,1971,1,0
"1362","NATIONAL RAIL",2012-11-14,2012-11-09 23:20:00,"Not Stated","Exposure","F","27",4d 0H 40M 0S,27,1985,1,0
"1363","NATIONAL RAIL",2013-01-08,2013-01-06 01:32:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",1d 22H 28M 0S,NA,NA,1,0
"1364","NATIONAL RAIL",2012-02-17,2012-02-15 02:30:00,"Not Stated","Rape Of A Female Aged 16 And Over","F","18",1d 21H 30M 0S,18,1994,1,0
"1365","NATIONAL RAIL",2013-06-09,2013-06-08 20:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",4H 0M 0S,16,1997,0,0
"1366","NATIONAL RAIL",2012-10-28,2012-10-27 15:25:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",8H 35M 0S,28,1984,0,0
"1367","NATIONAL RAIL",2013-03-21,2013-03-20 19:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",5H 0M 0S,NA,NA,0,0
"1368","NATIONAL RAIL",2012-04-16,2012-04-16 12:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-12H 0M 0S,NA,NA,0,0
"1369","NATIONAL RAIL",2013-04-15,2013-04-15 11:30:00,"Not Stated","Exposure","F","52",-11H -30M 0S,52,1961,0,0
"1370","NATIONAL RAIL",2013-04-27,2013-04-27 00:25:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","33",-25M 0S,33,1980,0,0
"1371","NATIONAL RAIL",2013-08-25,2013-08-25 19:55:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",-19H -55M 0S,27,1986,0,0
"1372","NATIONAL RAIL",2012-09-17,2012-09-16 22:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",1H 10M 0S,16,1996,0,0
"1373","NATIONAL RAIL",2013-09-16,2013-09-15 21:30:00,"Not Stated","Exposure","F","23",2H 30M 0S,23,1990,0,0
"1374","NATIONAL RAIL",2013-10-17,2013-06-15 23:32:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",4m 1d 0H 28M 0S,NA,NA,1,0
"1375","NATIONAL RAIL",2013-10-22,2013-09-13 16:50:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","46",1m 8d 7H 10M 0S,46,1967,1,0
"1376","NATIONAL RAIL",2012-11-25,2012-11-23 07:50:00,"Not Stated","Exposure","F","31",1d 16H 10M 0S,31,1981,1,0
"1377","NATIONAL RAIL",2013-10-05,2013-10-05 15:14:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",-15H -14M 0S,16,1997,0,0
"1378","NATIONAL RAIL",2013-12-15,2013-12-15 01:13:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","35",-1H -13M 0S,35,1978,0,0
"1379","NATIONAL RAIL",2014-01-08,2014-01-07 10:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",14H 0M 0S,NA,NA,0,0
"1380","NATIONAL RAIL",2014-01-10,2014-01-09 19:15:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","32",4H 45M 0S,32,1982,0,0
"1381","NATIONAL RAIL",2014-01-16,2013-01-16 08:45:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","23",1y 0m -1d 15H 15M 0S,23,1990,1,0
"1382","NATIONAL RAIL",2014-01-29,2014-01-28 23:50:00,"Not Stated","Exposure","F","29",10M 0S,29,1985,0,0
"1383","NATIONAL RAIL",2014-02-11,2014-02-10 07:46:00,"Not Stated","Exposure","F","30",16H 14M 0S,30,1984,0,0
"1384","NATIONAL RAIL",2013-02-16,2013-02-16 19:05:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","29",-19H -5M 0S,29,1984,0,0
"1385","NATIONAL RAIL",2014-02-25,2014-02-24 08:22:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",15H 38M 0S,28,1986,0,0
"1386","NATIONAL RAIL",2014-03-12,2014-03-11 08:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","58",15H 10M 0S,58,1956,0,0
"1387","NATIONAL RAIL",2014-03-13,2014-03-06 17:30:00,"Not Stated","Exposure","F","36",6d 6H 30M 0S,36,1978,1,0
"1388","NATIONAL RAIL",2012-04-16,2012-04-16 08:11:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","39",-8H -11M 0S,39,1973,0,0
"1389","NATIONAL RAIL",2012-04-24,2012-04-23 07:30:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",16H 30M 0S,31,1981,0,0
"1390","NATIONAL RAIL",2013-05-22,2013-05-21 18:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","21",5H 10M 0S,21,1992,0,0
"1391","NATIONAL RAIL",2013-06-07,2013-06-06 22:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",1H 10M 0S,25,1988,0,0
"1392","NATIONAL RAIL",2013-06-12,2013-03-05 09:05:00,"Not Stated","Sexual Assault On A Male Aged 13 And Over No Penetration","M","45",3m 6d 14H 55M 0S,45,1968,1,0
"1393","NATIONAL RAIL",2013-06-17,2013-06-17 18:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","40",-18H 0M 0S,40,1973,0,0
"1394","NATIONAL RAIL",2013-06-26,2013-06-25 07:55:00,"Not Stated","Exposure","F","14",16H 5M 0S,14,1999,0,0
"1395","NATIONAL RAIL",2013-06-26,2013-06-25 07:55:00,"Not Stated","Exposure","F","15",16H 5M 0S,15,1998,0,0
"1396","NATIONAL RAIL",2013-07-07,2013-07-07 17:54:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-17H -54M 0S,NA,NA,0,0
"1397","NATIONAL RAIL",2012-09-21,2012-09-20 17:00:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",7H 0M 0S,22,1990,0,0
"1398","NATIONAL RAIL",2013-09-09,2013-09-09 09:40:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",-9H -40M 0S,28,1985,0,0
"1399","NATIONAL RAIL",2013-10-11,2013-10-09 16:45:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","37",1d 7H 15M 0S,37,1976,1,0
"1400","NATIONAL RAIL",2012-11-20,2012-11-20 18:50:00,"Not Stated","Sexual Assault On A Female Aged 13 And Over No Penetration","F","46",-18H -50M 0S,46,1966,0,0
"1401","NATIONAL RAIL",2012-11-21,2012-11-20 08:00:00,"Not Stated","Sexual Assault On A Female Child Under 13 No Penetration","F","Not Known",16H 0M 0S,NA,NA,0,0
